Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,17:00,17:50,Human Anatomy and Physiology,BME 2.1,B221
WEDNESDAY,18:00,18:50,Human Anatomy and Physiology,BME 2.1,B416
THURSDAY,10:00,10:50,Human Anatomy and Physiology,BME 2.1,B419
SATURDAY,18:00,18:50,Biomedical Instrumentation,BME 2.2,B403
FRIDAY,09:00,09:50,Biomedical Instrumentation,BME 2.2,B408
TUESDAY,10:00,10:50,Biomedical Instrumentation,BME 2.2,B222
TUESDAY,08:00,09:40,Biomedical Instrumentation Laboratory,BME 2.2,Diagnostic and Therapeutic Equipment Lab
FRIDAY,11:50,13:30,Biomedical Instrumentation Laboratory,BME 2.2,Diagnostic and Therapeutic Equipment Lab
THURSDAY,13:50,15:30,Biomedical Instrumentation Laboratory,BME 2.2,Diagnostic and Therapeutic Equipment Lab
TUESDAY,11:50,13:30,Biomedical Instrumentation Laboratory,BME 2.2,Diagnostic and Therapeutic Equipment Lab
WEDNESDAY,16:00,16:50,Research Methods in Health Promotion,BME 4.2,B219
