Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,13:00,13:50,Electronic Devices & Circuits,BME 2.1,B419
FRIDAY,11:00,11:50,Electronic Devices & Circuits,BME 2.1,B322
TUESDAY,08:00,08:50,Electronic Devices & Circuits,BME 2.1,A303
SATURDAY,11:50,13:30,Electronic Devices & Circuits,BME 2.1,Electronics and Instrumentation
FRIDAY,11:50,13:30,Electronic Devices & Circuits,BME 2.1,Electronics and Instrumentation
THURSDAY,11:50,13:30,Soft Skills – II,BME 3.1,Physics LAB - 2
SATURDAY,08:00,09:40,Soft Skills – II,BME 3.1,Electronic Devices & Circuits Lab
SATURDAY,10:00,10:50,Rehabilitation Engineering,BME 4.1,A211
TUESDAY,11:00,11:50,Rehabilitation Engineering,BME 4.1,A304
WEDNESDAY,16:00,16:50,Rehabilitation Engineering,BME 4.1,C301
